ITEM URL,IMAGE URL,NOTES,STATUS
https://www.prada.com/us/en/p/linen-blend-drawstring-duffel-bag/2VY011_2CX9_F0018_V_OOO,https://www.prada.com/content/dam/pradabkg_products/2/2VY/2VY011/2CX9F0018/2VY011_2CX9_F0018_V_OOO_SLF.jpg/_jcr_content/renditions/cq5dam.web.hebebed.2400.2400.jpg,,live
https://www.prada.com/us/en/p/re-nylon-and-saffiano-leather-duffle-bag/2VC013_2DMH_F0002_V_XOO,https://www.prada.com/content/dam/pradabkg_products/2/2VC/2VC013/2DMHF0002/2VC013_2DMH_F0002_V_XOO_SLF.jpg/_jcr_content/renditions/cq5dam.web.hebebed.2400.2400.jpg,,live
https://www.tagheuer.com/us/en/timepieces/collections/tag-heuer-aquaracer/40-mm-quartz/CBP1112.BA0627.html,https://www.tagheuer.com/on/demandware.static/-/Sites-tagheuer-master/default/dwced42cf4/TAG_Heuer_Aquaracer/CBP1112.BA0627/CBP1112.BA0627_Soldier.png?impolicy=TrimRatioResize&width=1254&ratioHeight=5&ratioWidth=4&expansion=true,,live
https://www.omegawatches.com/en-us/watch-omega-seamaster-aqua-terra-150m-co-axial-master-chronometer-small-seconds-41-mm-22022412103001,https://www.omegawatches.com/media/catalog/product/o/m/omega-seamaster-aqua-terra-150m-co-axial-master-chronometer-small-seconds-41-mm-22022412103001-bdacfe.png?w=700,,live
https://www.ahlemeyewear.com/products/louxor-1?variant=44903388545273,https://www.ahlemeyewear.com/cdn/shop/files/Louxor_SUN_WEB_greyGold_01_WEB_grey_1500x1002_crop_center.jpg?v=1714675082,,live
https://www.ahlemeyewear.com/products/haussman?variant=44220169715961,https://www.ahlemeyewear.com/cdn/shop/files/Haussmann_SUN_Champagne_01_WEB_grey_2d6e74b6-308e-46f5-9ece-376eab17439b_1500x1002_crop_center.jpg?v=1736543132,,live
https://www.johnstonmurphy.com/p/leather-goods-backpacks-briefcases/rhodes-backpack/14510.html?dwvar_14510_color=Tan%20Full%20Grain,https://www.johnstonmurphy.com/dw/image/v2/AANO_PRD/on/demandware.static/-/Sites-genesco-master/default/dw64925262/large/4611736_master.jpg?sw=1200&sh=1130&strip=false,,live
https://www.awaytravel.com/products/bigger-carry-on-navy-blue,https://www.awaytravel.com/cdn/shop/files/215cd47b-8e23-4546-9a91-b5035b4d078c_9d00a95f-e0b6-4b8f-8ee6-ce6393f1b82e.jpg?v=1773689166&width=1200,,live
https://www.awaytravel.com/products/large-navy-blue,https://www.awaytravel.com/cdn/shop/files/872a3683-1382-44ea-b173-efa206cdd7d8_6a783a90-fdc2-4fab-ac47-a720cdc93b8e.jpg?v=1773689166&width=1200,,live
https://www.quince.com/home/sleep-mask?color=navy&tracker=collection_page__%2Fhome%2Ftravel__All%20Products__8,https://images.quince.com/5IpMYbOpVBkz3wH1MZMWJ9/25563122b08b520366aeb5d6f1f3db90/eye_mask_1_navy.jpg?w=200&q=50&h=250&fm=webp&reqOrigin=website-ssr,,live
https://lvfurniturecollection.com/products/hippo-coffee-table?country=US&currency=USD&variant=45139005243523,https://lvfurniturecollection.com/cdn/shop/files/hippo-coffee-table_6f30515d-913e-4667-9ad5-f86d1c03fe6b.png?v=1770254572&width=1946,,live
https://www.aveda.com/product/17776/16733/styling/mens-styling/aveda-men-pure-formance-grooming-clay?size=2.5_fl_oz%2F75_ml,https://www.aveda.com/media/images/products/355x600/white/av_sku_A3TX01_34069_355x600_0.jpg,,live
https://www.aveda.com/product/17776/16732/styling/mens-styling/aveda-men-pure-formance-grooming-cream?size=4.2_fl_oz%2F125_ml,https://www.aveda.com/media/images/products/355x600/white/av_sku_A3TW01_34068_355x600_0.jpg,,live
https://claytonandcrume.com/products/canvas-market-tote?com_cvv=8fb3d522dc163aeadb66e08cd7450cbbdddc64c6cf2e8891f6d48747c6d56d2c&country=US&currency=USD&variant=47093690171559,https://claytonandcrume.com/cdn/shop/files/CanvasMarketTote_1_1_e83c0901-e7be-49f1-972a-34e98cc9d5f9.jpg?v=1761077812&width=1200,,live
https://www.tiffany.com/jewelry/bracelets/sterling-silver-bracelets-117817401.html,https://media.tiffany.com/is/image/tco/60150727_BLT_ALT3X1?hei=1230&wid=1230&fmt=webp,,live
https://drinkcrazywater.myshopify.com/collections/water/products/crazy-water-sampler,https://drinkcrazywater.myshopify.com/cdn/shop/products/sampler_large.png?v=1509477709,,live
https://www.loewe.com/usa/en/men/bags/portfolio-and-briefcases/goya-thin-briefcase-in-soft-grained-calfskin/337.12.P57-1100.html,https://www.loewe.com/dw/image/v2/BBPC_PRD/on/demandware.static/-/Sites-Loewe_master/default/dwca31ef16/images_rd/337.12.P57/337.12.P57-1100/337.12.P57_1100_1F.jpg?sw=850&q=100,,live
https://www.massimodutti.com/us/linen-and-cotton-doublecollar-tshirt-l00659198?pelement=59486681,https://static.massimodutti.net/assets/public/dcac/dcf9/610443679566/3bdbbec2edff/00659198700-o6/00659198700-o6.jpg?ts=1777020874502&w=undefined&f=auto,,live
https://www.massimodutti.com/us/100-cotton-short-sleeve-tshirt-l01418212?pelement=56718135,https://static.massimodutti.net/assets/public/deb2/11c0/a0d24d6e8786/3f0d9377fc33/01418212712-o7/01418212712-o7.jpg?ts=1770630992252&w=undefined&f=auto,,live
https://www.massimodutti.com/us/tapered-fit-jeans-l00451110?pelement=57966404,https://static.massimodutti.net/assets/public/21d8/ffc7/26214fef9b7f/09b197e25617/00451110806-o8/00451110806-o8.jpg?ts=1770972782296&w=2400&f=auto,,live
https://bedsurehome.com/products/cotton-waffle-weave-blanket?variant=40158662000742,https://m.media-amazon.com/images/I/91UYXcDdHnL._AC_SL1500_.jpg,,live
https://www.uniqlo.com/us/en/products/E484905-000/00?colorDisplayCode=01&sizeDisplayCode=003,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/484905/sub/goods_484905_sub14_3x4.jpg,,live
https://www.amazon.com/Pacific-Coast-Standard-Sleeping-Downproof/dp/B0DPV65G7Y?th=1,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR0x7j0UnChScpFZasLpeJ_lNMm26PoSOladxNb7CMzTfPRvGlhXqLcX8ElmiJPGT33RMY_n8av0qcahg6r1Bpic8E3jS-ilcFXGXUmwSzcR7XW8R5JSOpU_w,,live
